stype, stype2, 1 - stype - stype2 
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000001
0.00000000, 0.00000000, 0.00000013
0.00000000, 0.00000000, 0.00000052
0.00000000, 0.00000000, 0.00000108
0.00000000, 0.00000000, 0.00000228
0.00000000, 0.00000000, 0.00000368
0.00000000, 0.00000000, 0.00000574
0.00000000, 0.00000000, 0.00000876
0.00000000, 0.00000000, 0.00001299
0.00000000, 0.00000000, 0.00001914
0.00000000, 0.00000000, 0.00002737
0.00000000, 0.00000000, 0.00003868
0.00000000, 0.00000000, 0.00005398
0.00000000, 0.00000000, 0.00007479
0.00000000, 0.00000000, 0.00010304
0.00000000, 0.00000000, 0.00013986
0.00000000, 0.00000000, 0.00018787
0.00000000, 0.00000000, 0.00025027
0.00000000, 0.00000000, 0.00033046
0.00000000, 0.00000000, 0.00043288
0.00000000, 0.00000000, 0.00056190
0.00000000, 0.00000000, 0.00072345
0.00000000, 0.00000000, 0.00092411
0.00000000, 0.00000000, 0.00117145
0.00000000, 0.00000000, 0.00147412
0.00000000, 0.00000000, 0.00184076
0.00000000, 0.00000000, 0.00228215
0.00000000, 0.00000000, 0.00280943
0.00000000, 0.00000000, 0.00343474
0.00000000, 0.00000000, 0.00417106
0.00000000, 0.00000000, 0.00503232
0.00000000, 0.00000001, 0.00603220
0.00000000, 0.00000001, 0.00718583
0.00000000, 0.00000001, 0.00850799
0.00000000, 0.00000001, 0.01001373
0.00000000, 0.00000001, 0.01171828
0.00000000, 0.00000002, 0.01363541
0.00000000, 0.00000002, 0.01577948
0.00000000, 0.00000003, 0.01816365
0.00000000, 0.00000003, 0.02079998
0.00000000, 0.00000004, 0.02369940
0.00000000, 0.00000005, 0.02687127
0.00000000, 0.00000007, 0.03032406
0.00000000, 0.00000008, 0.03406344
0.00000000, 0.00000010, 0.03809394
0.00000000, 0.00000013, 0.04241831
0.00000000, 0.00000016, 0.04703736
0.00000000, 0.00000019, 0.05194971
0.00000000, 0.00000023, 0.05715262
0.00000000, 0.00000028, 0.06264090
0.00000000, 0.00000042, 0.06840830
0.00000000, 0.00000057, 0.07444668
0.00000000, 0.00000097, 0.08074659
0.00000000, 0.00000158, 0.08729708
0.00000000, 0.00000232, 0.09408643
0.00000000, 0.00000365, 0.10110204
0.00000000, 0.00000522, 0.10832980
0.00000000, 0.00000727, 0.11575578
0.00000000, 0.00001002, 0.12336556
0.00000000, 0.00001358, 0.13114444
0.00000000, 0.00001820, 0.13907738
0.00000000, 0.00002443, 0.14715003
0.00000000, 0.00003234, 0.15534791
0.00000000, 0.00004295, 0.16365703
0.00000000, 0.00005626, 0.17206356
0.00000000, 0.00007320, 0.18055457
0.00000000, 0.00009471, 0.18911786
0.00000000, 0.00012179, 0.19774174
0.00000000, 0.00015575, 0.20641509
0.00000000, 0.00019827, 0.21512784
0.00000000, 0.00025107, 0.22387090
0.00000000, 0.00031609, 0.23263565
0.00000000, 0.00039624, 0.24141479
0.00000000, 0.00049357, 0.25020069
0.00000000, 0.00061191, 0.25898767
0.00000000, 0.00075480, 0.26777032
0.00000001, 0.00092641, 0.27654413
