stype, stype2, 1 - stype - stype2 
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000001
0.00000000, 0.00000000, 0.00000064
0.00000000, 0.00000000, 0.00000135
0.00000000, 0.00000000, 0.00000249
0.00000000, 0.00000000, 0.00000402
0.00000000, 0.00000000, 0.00000632
0.00000000, 0.00000000, 0.00000966
0.00000000, 0.00000000, 0.00001435
0.00000000, 0.00000000, 0.00002090
0.00000000, 0.00000000, 0.00003013
0.00000000, 0.00000000, 0.00004283
0.00000000, 0.00000000, 0.00005997
0.00000000, 0.00000000, 0.00008320
0.00000000, 0.00000000, 0.00011405
0.00000000, 0.00000000, 0.00015513
0.00000000, 0.00000000, 0.00020866
0.00000000, 0.00000000, 0.00027805
0.00000000, 0.00000000, 0.00036732
0.00000000, 0.00000000, 0.00048116
0.00000000, 0.00000000, 0.00062485
0.00000000, 0.00000000, 0.00080500
0.00000000, 0.00000000, 0.00102782
0.00000000, 0.00000000, 0.00130225
0.00000000, 0.00000000, 0.00163736
0.00000000, 0.00000000, 0.00204299
0.00000000, 0.00000000, 0.00253076
0.00000000, 0.00000000, 0.00311183
0.00000000, 0.00000000, 0.00379938
0.00000000, 0.00000000, 0.00460723
0.00000000, 0.00000000, 0.00554936
0.00000000, 0.00000001, 0.00664057
0.00000000, 0.00000001, 0.00789604
0.00000000, 0.00000001, 0.00932977
0.00000000, 0.00000001, 0.01095751
0.00000000, 0.00000002, 0.01279323
0.00000000, 0.00000002, 0.01485104
0.00000000, 0.00000002, 0.01714432
0.00000000, 0.00000003, 0.01968393
0.00000000, 0.00000004, 0.02248082
0.00000000, 0.00000005, 0.02554467
0.00000000, 0.00000006, 0.02888260
0.00000000, 0.00000007, 0.03250019
0.00000000, 0.00000009, 0.03640152
0.00000000, 0.00000011, 0.04058905
0.00000000, 0.00000014, 0.04506165
0.00000000, 0.00000017, 0.04981836
0.00000000, 0.00000020, 0.05485536
0.00000000, 0.00000025, 0.06016735
0.00000000, 0.00000030, 0.06574720
0.00000000, 0.00000036, 0.07158646
0.00000000, 0.00000077, 0.07767522
0.00000000, 0.00000127, 0.08400287
0.00000000, 0.00000201, 0.09055754
0.00000000, 0.00000311, 0.09732672
0.00000000, 0.00000444, 0.10429737
0.00000000, 0.00000618, 0.11145607
0.00000000, 0.00000865, 0.11878936
0.00000000, 0.00001191, 0.12628373
0.00000000, 0.00001607, 0.13392559
0.00000000, 0.00002165, 0.14170189
0.00000000, 0.00002884, 0.14959981
0.00000000, 0.00003799, 0.15760706
0.00000000, 0.00004975, 0.16571157
0.00000000, 0.00006500, 0.17390275
0.00000000, 0.00008480, 0.18217007
0.00000000, 0.00010943, 0.19050323
0.00000000, 0.00014038, 0.19889332
0.00000000, 0.00017895, 0.20733176
0.00000000, 0.00022710, 0.21581075
0.00000000, 0.00028675, 0.22432353
0.00000000, 0.00036019, 0.23286369
0.00000000, 0.00045019, 0.24142514
0.00000000, 0.00055944, 0.25000300
0.00000000, 0.00069162, 0.25859249
0.00000000, 0.00085058, 0.26718978
0.00000000, 0.00104081, 0.27579148
0.00000000, 0.00126716, 0.28439449
0.00000000, 0.00153520, 0.29299650
